Park Name,Year,Amount,Average,Type,FullCategory,Type1,Type2
Crater Lake NP,2010,448319,457733,NP,National Park,National Park,
Crater Lake NP,2011,423551,457733,NP,National Park,National Park,
Crater Lake NP,2012,447251,457733,NP,National Park,National Park,
Crater Lake NP,2013,523027,457733,NP,National Park,National Park,
Craters of the Moon NM,2009,194046,201269,NM,National Monument,National Monument,
Craters of the Moon NM,2010,215698,201269,NM,National Monument,National Monument,
Craters of the Moon NM,2011,198545,201269,NM,National Monument,National Monument,
Craters of the Moon NM,2012,197529,201269,NM,National Monument,National Monument,
Craters of the Moon NM,2013,200525,201269,NM,National Monument,National Monument,
Cumberland Gap NHP,2009,883663,850743,NHP,National Historic Park,National Historic Park,
Cumberland Gap NHP,2010,918746,850743,NHP,National Historic Park,National Historic Park,
Cumberland Gap NHP,2011,828947,850743,NHP,National Historic Park,National Historic Park,
Cumberland Gap NHP,2012,853998,850743,NHP,National Historic Park,National Historic Park,
Cumberland Gap NHP,2013,768363,850743,NHP,National Historic Park,National Historic Park,
Cumberland Island NS,2009,77588,71358,NS,National Seashore,National Seashore,
Cumberland Island NS,2010,91996,71358,NS,National Seashore,National Seashore,
Cumberland Island NS,2011,74279,71358,NS,National Seashore,National Seashore,
Cumberland Island NS,2012,61493,71358,NS,National Seashore,National Seashore,
Cumberland Island NS,2013,51435,71358,NS,National Seashore,National Seashore,
Curecanti NRA,2009,953169,904792,NRA,National Recreation Area,National Recreation Area,
Curecanti NRA,2010,969549,904792,NRA,National Recreation Area,National Recreation Area,
Curecanti NRA,2011,924468,904792,NRA,National Recreation Area,National Recreation Area,
Curecanti NRA,2012,862612,904792,NRA,National Recreation Area,National Recreation Area,
Curecanti NRA,2013,814163,904792,NRA,National Recreation Area,National Recreation Area,
Cuyahoga Valley NP,2009,2589288,2329175,NP,National Park,National Park,
Cuyahoga Valley NP,2010,2492670,2329175,NP,National Park,National Park,
Cuyahoga Valley NP,2011,2161185,2329175,NP,National Park,National Park,
Cuyahoga Valley NP,2012,2299722,2329175,NP,National Park,National Park,
Cuyahoga Valley NP,2013,2103010,2329175,NP,National Park,National Park,
Dayton Aviation Heritage NHP,2009,58301,63117,NHP,National Historic Park,National Historic Park,
Dayton Aviation Heritage NHP,2010,63961,63117,NHP,National Historic Park,National Historic Park,
Dayton Aviation Heritage NHP,2011,68048,63117,NHP,National Historic Park,National Historic Park,
Dayton Aviation Heritage NHP,2012,65999,63117,NHP,National Historic Park,National Historic Park,
Dayton Aviation Heritage NHP,2013,59274,63117,NHP,National Historic Park,National Historic Park,
De Soto NMEM,2009,246608,316114,NMEM,National Memorial,National Memorial,
De Soto NMEM,2010,265406,316114,NMEM,National Memorial,National Memorial,
De Soto NMEM,2011,355653,316114,NMEM,National Memorial,National Memorial,
De Soto NMEM,2012,432981,316114,NMEM,National Memorial,National Memorial,
De Soto NMEM,2013,279924,316114,NMEM,National Memorial,National Memorial,
Death Valley NP,2009,828574,939351,NP,National Park,National Park,
Death Valley NP,2010,984775,939351,NP,National Park,National Park,
Death Valley NP,2011,946867,939351,NP,National Park,National Park,
Death Valley NP,2012,984568,939351,NP,National Park,National Park,
Death Valley NP,2013,951972,939351,NP,National Park,National Park,
Delaware Water Gap NRA,2009,5213030,5059929,NRA,National Recreation Area,National Recreation Area,
Delaware Water Gap NRA,2010,5285761,5059929,NRA,National Recreation Area,National Recreation Area,
Delaware Water Gap NRA,2011,4986700,5059929,NRA,National Recreation Area,National Recreation Area,
Delaware Water Gap NRA,2012,4970802,5059929,NRA,National Recreation Area,National Recreation Area,
Delaware Water Gap NRA,2013,4843350,5059929,NRA,National Recreation Area,National Recreation Area,
Denali NP & PRES,2009,358041,412567,NP & PRES,National Park and Preserve,National Park,National Preserve
Denali NP & PRES,2010,378855,412567,NP & PRES,National Park and Preserve,National Park,National Preserve
Denali NP & PRES,2011,406582,412567,NP & PRES,National Park and Preserve,National Park,National Preserve
Denali NP & PRES,2012,388433,412567,NP & PRES,National Park and Preserve,National Park,National Preserve
Denali NP & PRES,2013,530922,412567,NP & PRES,National Park and Preserve,National Park,National Preserve
Devils Postpile NM,2009,110212,93481,NM,National Monument,National Monument,
Devils Postpile NM,2010,80349,93481,NM,National Monument,National Monument,
Devils Postpile NM,2011,97207,93481,NM,National Monument,National Monument,
Devils Postpile NM,2012,87845,93481,NM,National Monument,National Monument,
Devils Postpile NM,2013,91794,93481,NM,National Monument,National Monument,
Devils Tower NM,2009,391023,411349,NM,National Monument,National Monument,
Devils Tower NM,2010,436200,411349,NM,National Monument,National Monument,
Devils Tower NM,2011,395203,411349,NM,National Monument,National Monument,
Devils Tower NM,2012,416994,411349,NM,National Monument,National Monument,
Devils Tower NM,2013,417326,411349,NM,National Monument,National Monument,
Dinosaur NM,2009,203862,238490,NM,National Monument,National Monument,
Dinosaur NM,2010,197812,238490,NM,National Monument,National Monument,
Dinosaur NM,2011,213559,238490,NM,National Monument,National Monument,
Dinosaur NM,2012,302858,238490,NM,National Monument,National Monument,
Dinosaur NM,2013,274361,238490,NM,National Monument,National Monument,
Dry Tortugas NP,2009,52011,60005,NP,National Park,National Park,
Dry Tortugas NP,2010,53890,60005,NP,National Park,National Park,
Dry Tortugas NP,2011,75171,60005,NP,National Park,National Park,
Dry Tortugas NP,2012,60550,60005,NP,National Park,National Park,
Dry Tortugas NP,2013,58401,60005,NP,National Park,National Park,
Edgar Allan Poe NHS,2009,17463,14749,NHS,National Historic Site,National Historic Site,
Edgar Allan Poe NHS,2010,16584,14749,NHS,National Historic Site,National Historic Site,
Edgar Allan Poe NHS,2011,14711,14749,NHS,National Historic Site,National Historic Site,
Edgar Allan Poe NHS,2012,19104,14749,NHS,National Historic Site,National Historic Site,
Edgar Allan Poe NHS,2013,5884,14749,NHS,National Historic Site,National Historic Site,
Effigy Mounds NM,2009,78177,78031,NM,National Monument,National Monument,
Effigy Mounds NM,2010,79783,78031,NM,National Monument,National Monument,
Effigy Mounds NM,2011,82581,78031,NM,National Monument,National Monument,
Effigy Mounds NM,2012,78540,78031,NM,National Monument,National Monument,
Effigy Mounds NM,2013,71074,78031,NM,National Monument,National Monument,
Eisenhower NHS,2009,64212,59182,NHS,National Historic Site,National Historic Site,
Eisenhower NHS,2010,61210,59182,NHS,National Historic Site,National Historic Site,
Eisenhower NHS,2011,58022,59182,NHS,National Historic Site,National Historic Site,
Eisenhower NHS,2012,53286,59182,NHS,National Historic Site,National Historic Site,
Eisenhower NHS,2013,59179,59182,NHS,National Historic Site,National Historic Site,
El Malpais NM,2009,123290,123178,NM,National Monument,National Monument,
El Malpais NM,2010,134662,123178,NM,National Monument,National Monument,
El Malpais NM,2011,105356,123178,NM,National Monument,National Monument,
El Malpais NM,2012,114678,123178,NM,National Monument,National Monument,
El Malpais NM,2013,137904,123178,NM,National Monument,National Monument,
El Morro NM,2009,48245,46800,NM,National Monument,National Monument,
El Morro NM,2010,52566,46800,NM,National Monument,National Monument,
El Morro NM,2011,48332,46800,NM,National Monument,National Monument,
El Morro NM,2012,44808,46800,NM,National Monument,National Monument,
El Morro NM,2013,40051,46800,NM,National Monument,National Monument,
Eleanor Roosevelt NHS,2009,54393,51254,NHS,National Historic Site,National Historic Site,
Eleanor Roosevelt NHS,2010,53067,51254,NHS,National Historic Site,National Historic Site,
Eleanor Roosevelt NHS,2011,50074,51254,NHS,National Historic Site,National Historic Site,
Eleanor Roosevelt NHS,2012,55049,51254,NHS,National Historic Site,National Historic Site,
Eleanor Roosevelt NHS,2013,43686,51254,NHS,National Historic Site,National Historic Site,
Eugene O'Neill NHS,2009,3783,2908,NHS,National Historic Site,National Historic Site,
Eugene O'Neill NHS,2010,2445,2908,NHS,National Historic Site,National Historic Site,
Eugene O'Neill NHS,2011,2593,2908,NHS,National Historic Site,National Historic Site,
Eugene O'Neill NHS,2012,2789,2908,NHS,National Historic Site,National Historic Site,
Eugene O'Neill NHS,2013,2929,2908,NHS,National Historic Site,National Historic Site,
Everglades NP,2009,900882,987959,NP,National Park,National Park,
Everglades NP,2010,915538,987959,NP,National Park,National Park,
Everglades NP,2011,934351,987959,NP,National Park,National Park,
Everglades NP,2012,1141906,987959,NP,National Park,National Park,
Everglades NP,2013,1047116,987959,NP,National Park,National Park,
Federal Hall NMEM,2009,204880,177306,NMEM,National Memorial,National Memorial,
Federal Hall NMEM,2010,178749,177306,NMEM,National Memorial,National Memorial,
Federal Hall NMEM,2011,187109,177306,NMEM,National Memorial,National Memorial,
Federal Hall NMEM,2012,167146,177306,NMEM,National Memorial,National Memorial,
Federal Hall NMEM,2013,148647,177306,NMEM,National Memorial,National Memorial,
Fire Island NS,2009,569667,495890,NS,National Seashore,National Seashore,
Fire Island NS,2010,613057,495890,NS,National Seashore,National Seashore,
Fire Island NS,2011,519173,495890,NS,National Seashore,National Seashore,
Fire Island NS,2012,483334,495890,NS,National Seashore,National Seashore,
Fire Island NS,2013,294219,495890,NS,National Seashore,National Seashore,
First Ladies NHS,2009,10466,9491,NHS,National Historic Site,National Historic Site,
First Ladies NHS,2010,8766,9491,NHS,National Historic Site,National Historic Site,
First Ladies NHS,2011,8254,9491,NHS,National Historic Site,National Historic Site,
First Ladies NHS,2012,9903,9491,NHS,National Historic Site,National Historic Site,
First Ladies NHS,2013,10068,9491,NHS,National Historic Site,National Historic Site,
Flight 93 NMEM,2009,149668,227320,NMEM,National Memorial,National Memorial,
Flight 93 NMEM,2010,137837,227320,NMEM,National Memorial,National Memorial,
Flight 93 NMEM,2011,265246,227320,NMEM,National Memorial,National Memorial,
Flight 93 NMEM,2012,317926,227320,NMEM,National Memorial,National Memorial,
Flight 93 NMEM,2013,265924,227320,NMEM,National Memorial,National Memorial,
Florissant Fossil Beds NM,2009,64251,62326,NM,National Monument,National Monument,
Florissant Fossil Beds NM,2010,65422,62326,NM,National Monument,National Monument,
Florissant Fossil Beds NM,2011,61289,62326,NM,National Monument,National Monument,
Florissant Fossil Beds NM,2012,62637,62326,NM,National Monument,National Monument,
Florissant Fossil Beds NM,2013,58032,62326,NM,National Monument,National Monument,
Ford's Theatre NHS,2009,658271,666155,NHS,National Historic Site,National Historic Site,
Ford's Theatre NHS,2010,662298,666155,NHS,National Historic Site,National Historic Site,
Ford's Theatre NHS,2011,642786,666155,NHS,National Historic Site,National Historic Site,
Ford's Theatre NHS,2012,701542,666155,NHS,National Historic Site,National Historic Site,
Ford's Theatre NHS,2013,665876,666155,NHS,National Historic Site,National Historic Site,
Fort Bowie NHS,2009,9641,8722,NHS,National Historic Site,National Historic Site,
Fort Bowie NHS,2010,9491,8722,NHS,National Historic Site,National Historic Site,
Fort Bowie NHS,2011,8429,8722,NHS,National Historic Site,National Historic Site,
Fort Bowie NHS,2012,7966,8722,NHS,National Historic Site,National Historic Site,
Fort Bowie NHS,2013,8082,8722,NHS,National Historic Site,National Historic Site,
Fort Caroline NMEM,2009,288606,309817,NMEM,National Memorial,National Memorial,
Fort Caroline NMEM,2010,299906,309817,NMEM,National Memorial,National Memorial,
Fort Caroline NMEM,2011,326149,309817,NMEM,National Memorial,National Memorial,
Fort Caroline NMEM,2012,327339,309817,NMEM,National Memorial,National Memorial,
Fort Caroline NMEM,2013,307086,309817,NMEM,National Memorial,National Memorial,
Fort Davis NHS,2009,50968,42158,NHS,National Historic Site,National Historic Site,
Fort Davis NHS,2010,43280,42158,NHS,National Historic Site,National Historic Site,
Fort Davis NHS,2011,35130,42158,NHS,National Historic Site,National Historic Site,
Fort Davis NHS,2012,38136,42158,NHS,National Historic Site,National Historic Site,
Fort Davis NHS,2013,43277,42158,NHS,National Historic Site,National Historic Site,
Fort Donelson NB,2009,203456,239110,NB,National Battlefield,National Battlefield,
Fort Donelson NB,2010,202210,239110,NB,National Battlefield,National Battlefield,
Fort Donelson NB,2011,257389,239110,NB,National Battlefield,National Battlefield,
Fort Donelson NB,2012,284762,239110,NB,National Battlefield,National Battlefield,
Fort Donelson NB,2013,247734,239110,NB,National Battlefield,National Battlefield,
Fort Frederica NM,2009,296117,272691,NM,National Monument,National Monument,
Fort Frederica NM,2010,294484,272691,NM,National Monument,National Monument,
Fort Frederica NM,2011,293041,272691,NM,National Monument,National Monument,
Fort Frederica NM,2012,262235,272691,NM,National Monument,National Monument,
Fort Frederica NM,2013,217580,272691,NM,National Monument,National Monument,
Fort Laramie NHS,2009,56923,55245,NHS,National Historic Site,National Historic Site,
Fort Laramie NHS,2010,57128,55245,NHS,National Historic Site,National Historic Site,
Fort Laramie NHS,2011,52916,55245,NHS,National Historic Site,National Historic Site,
Fort Laramie NHS,2012,55199,55245,NHS,National Historic Site,National Historic Site,
Fort Laramie NHS,2013,54057,55245,NHS,National Historic Site,National Historic Site,
Fort Larned NHS,2009,27443,28839,NHS,National Historic Site,National Historic Site,
Fort Larned NHS,2010,29423,28839,NHS,National Historic Site,National Historic Site,
Fort Larned NHS,2011,26704,28839,NHS,National Historic Site,National Historic Site,
Fort Larned NHS,2012,33194,28839,NHS,National Historic Site,National Historic Site,
Fort Larned NHS,2013,27432,28839,NHS,National Historic Site,National Historic Site,
Fort Matanzas NM,2009,793253,611783,NM,National Monument,National Monument,
Fort Matanzas NM,2010,673700,611783,NM,National Monument,National Monument,
Fort Matanzas NM,2011,570695,611783,NM,National Monument,National Monument,
Fort Matanzas NM,2012,497574,611783,NM,National Monument,National Monument,
Fort Matanzas NM,2013,523694,611783,NM,National Monument,National Monument,
Fort McHenry NM & HS,2009,605870,656243,NM & HS,National Monument and Historic Shrine,National Monument,Historic Shrine
Fort McHenry NM & HS,2010,611582,656243,NM & HS,National Monument and Historic Shrine,National Monument,Historic Shrine
Fort McHenry NM & HS,2011,641254,656243,NM & HS,National Monument and Historic Shrine,National Monument,Historic Shrine
Fort McHenry NM & HS,2012,744076,656243,NM & HS,National Monument and Historic Shrine,National Monument,Historic Shrine
Fort McHenry NM & HS,2013,678431,656243,NM & HS,National Monument and Historic Shrine,National Monument,Historic Shrine
Fort Necessity NB,2009,197271,201650,NB,National Battlefield,National Battlefield,
Fort Necessity NB,2010,264450,201650,NB,National Battlefield,National Battlefield,
Fort Necessity NB,2011,193479,201650,NB,National Battlefield,National Battlefield,
Fort Necessity NB,2012,187893,201650,NB,National Battlefield,National Battlefield,
Fort Necessity NB,2013,165159,201650,NB,National Battlefield,National Battlefield,
Fort Point NHS,2009,1385134,1426596,NHS,National Historic Site,National Historic Site,
Fort Point NHS,2010,1315241,1426596,NHS,National Historic Site,National Historic Site,
Fort Point NHS,2011,1338508,1426596,NHS,National Historic Site,National Historic Site,
Fort Point NHS,2012,1502786,1426596,NHS,National Historic Site,National Historic Site,
Fort Point NHS,2013,1591312,1426596,NHS,National Historic Site,National Historic Site,
Fort Pulaski NM,2009,435661,404043,NM,National Monument,National Monument,
Fort Pulaski NM,2010,416292,404043,NM,National Monument,National Monument,
Fort Pulaski NM,2011,408104,404043,NM,National Monument,National Monument,
Fort Pulaski NM,2012,385751,404043,NM,National Monument,National Monument,
Fort Pulaski NM,2013,374408,404043,NM,National Monument,National Monument,
Fort Raleigh NHS,2009,338212,294298,NHS,National Historic Site,National Historic Site,
Fort Raleigh NHS,2010,305711,294298,NHS,National Historic Site,National Historic Site,
Fort Raleigh NHS,2011,282134,294298,NHS,National Historic Site,National Historic Site,
Fort Raleigh NHS,2012,281833,294298,NHS,National Historic Site,National Historic Site,
Fort Raleigh NHS,2013,263598,294298,NHS,National Historic Site,National Historic Site,
Fort Scott NHS,2009,28544,26641,NHS,National Historic Site,National Historic Site,
Fort Scott NHS,2010,27635,26641,NHS,National Historic Site,National Historic Site,
Fort Scott NHS,2011,26219,26641,NHS,National Historic Site,National Historic Site,
Fort Scott NHS,2012,25034,26641,NHS,National Historic Site,National Historic Site,
Fort Scott NHS,2013,25773,26641,NHS,National Historic Site,National Historic Site,
Fort Smith NHS,2009,63540,75062,NHS,National Historic Site,National Historic Site,
Fort Smith NHS,2010,68678,75062,NHS,National Historic Site,National Historic Site,
Fort Smith NHS,2011,86122,75062,NHS,National Historic Site,National Historic Site,
Fort Smith NHS,2012,87386,75062,NHS,National Historic Site,National Historic Site,
Fort Smith NHS,2013,69584,75062,NHS,National Historic Site,National Historic Site,
Fort Stanwix NM,2009,93170,124788,NM,National Monument,National Monument,
Fort Stanwix NM,2010,103748,124788,NM,National Monument,National Monument,
Fort Stanwix NM,2011,102874,124788,NM,National Monument,National Monument,
Fort Stanwix NM,2012,195057,124788,NM,National Monument,National Monument,
Fort Stanwix NM,2013,129089,124788,NM,National Monument,National Monument,
Fort Sumter NM,2009,785604,819647,NM,National Monument,National Monument,
Fort Sumter NM,2010,797713,819647,NM,National Monument,National Monument,
Fort Sumter NM,2011,857883,819647,NM,National Monument,National Monument,
Fort Sumter NM,2012,842027,819647,NM,National Monument,National Monument,
Fort Sumter NM,2013,815007,819647,NM,National Monument,National Monument,
Fort Union NM,2009,11070,9893,NM,National Monument,National Monument,
Fort Union NM,2010,10638,9893,NM,National Monument,National Monument,
Fort Union NM,2011,9575,9893,NM,National Monument,National Monument,
Fort Union NM,2012,9215,9893,NM,National Monument,National Monument,
Fort Union NM,2013,8965,9893,NM,National Monument,National Monument,
Fort Union Trading Post NHS,2009,15141,13484,NHS,National Historic Site,National Historic Site,
Fort Union Trading Post NHS,2010,14458,13484,NHS,National Historic Site,National Historic Site,
Fort Union Trading Post NHS,2011,12236,13484,NHS,National Historic Site,National Historic Site,
Fort Union Trading Post NHS,2012,12677,13484,NHS,National Historic Site,National Historic Site,
Fort Union Trading Post NHS,2013,12908,13484,NHS,National Historic Site,National Historic Site,
Fort Vancouver NHS,2009,1017326,785940,NHS,National Historic Site,National Historic Site,
Fort Vancouver NHS,2010,786989,785940,NHS,National Historic Site,National Historic Site,
Fort Vancouver NHS,2011,710439,785940,NHS,National Historic Site,National Historic Site,
Fort Vancouver NHS,2012,681404,785940,NHS,National Historic Site,National Historic Site,
Fort Vancouver NHS,2013,733540,785940,NHS,National Historic Site,National Historic Site,
Fort Washington Park,2009,339370,382875,P,Park,Park,
Fort Washington Park,2010,352883,382875,P,Park,Park,
Fort Washington Park,2011,409381,382875,P,Park,Park,
Fort Washington Park,2012,368824,382875,P,Park,Park,
Fort Washington Park,2013,443918,382875,P,Park,Park,
Fossil Butte NM,2009,18693,17938,NM,National Monument,National Monument,
Fossil Butte NM,2010,19700,17938,NM,National Monument,National Monument,
Fossil Butte NM,2011,16552,17938,NM,National Monument,National Monument,
Fossil Butte NM,2012,17084,17938,NM,National Monument,National Monument,
Fossil Butte NM,2013,17662,17938,NM,National Monument,National Monument,
Franklin Delano Roosevelt MEM,2009,2591241,2548238,MEM,Memorial,Memorial,
Franklin Delano Roosevelt MEM,2010,2238052,2548238,MEM,Memorial,Memorial,
Franklin Delano Roosevelt MEM,2011,2309708,2548238,MEM,Memorial,Memorial,
Franklin Delano Roosevelt MEM,2012,2764459,2548238,MEM,Memorial,Memorial,
Franklin Delano Roosevelt MEM,2013,2837729,2548238,MEM,Memorial,Memorial,
Frederick Douglass NHS,2009,43483,47163,NHS,National Historic Site,National Historic Site,
Frederick Douglass NHS,2010,44699,47163,NHS,National Historic Site,National Historic Site,
Frederick Douglass NHS,2011,46694,47163,NHS,National Historic Site,National Historic Site,
Frederick Douglass NHS,2012,53314,47163,NHS,National Historic Site,National Historic Site,
Frederick Douglass NHS,2013,47625,47163,NHS,National Historic Site,National Historic Site,
Frederick Law Olmsted NHS,2009,5007,5510,NHS,National Historic Site,National Historic Site,
Frederick Law Olmsted NHS,2010,3285,5510,NHS,National Historic Site,National Historic Site,
Frederick Law Olmsted NHS,2011,4022,5510,NHS,National Historic Site,National Historic Site,
Frederick Law Olmsted NHS,2012,8668,5510,NHS,National Historic Site,National Historic Site,
Frederick Law Olmsted NHS,2013,6570,5510,NHS,National Historic Site,National Historic Site,
Fredericksburg & Spotsylvania NMP,2009,906175,915504,NMP,National Military Park,National Military Park,
Fredericksburg & Spotsylvania NMP,2010,899936,915504,NMP,National Military Park,National Military Park,
Fredericksburg & Spotsylvania NMP,2011,908836,915504,NMP,National Military Park,National Military Park,
Fredericksburg & Spotsylvania NMP,2012,982324,915504,NMP,National Military Park,National Military Park,
Fredericksburg & Spotsylvania NMP,2013,880251,915504,NMP,National Military Park,National Military Park,
Friendship Hill NHS,2009,31454,32543,NHS,National Historic Site,National Historic Site,
Friendship Hill NHS,2010,32562,32543,NHS,National Historic Site,National Historic Site,
Friendship Hill NHS,2011,30039,32543,NHS,National Historic Site,National Historic Site,
Friendship Hill NHS,2012,34289,32543,NHS,National Historic Site,National Historic Site,
Friendship Hill NHS,2013,34372,32543,NHS,National Historic Site,National Historic Site,
Gates of the Arctic NP & PRES,2009,9975,10870,NP & PRES,National Park and Preserve,National Park,National Preserve
Gates of the Arctic NP & PRES,2010,10840,10870,NP & PRES,National Park and Preserve,National Park,National Preserve
Gates of the Arctic NP & PRES,2011,11623,10870,NP & PRES,National Park and Preserve,National Park,National Preserve
Gates of the Arctic NP & PRES,2012,10899,10870,NP & PRES,National Park and Preserve,National Park,National Preserve
Gates of the Arctic NP & PRES,2013,11012,10870,NP & PRES,National Park and Preserve,National Park,National Preserve
Gateway NRA,2009,9010522,7352823,NRA,National Recreation Area,National Recreation Area,
Gateway NRA,2010,8820757,7352823,NRA,National Recreation Area,National Recreation Area,
Gateway NRA,2011,7697727,7352823,NRA,National Recreation Area,National Recreation Area,
Gateway NRA,2012,5043863,7352823,NRA,National Recreation Area,National Recreation Area,
Gateway NRA,2013,6191246,7352823,NRA,National Recreation Area,National Recreation Area,
Gauley River NRA,2009,113185,116156,NRA,National Recreation Area,National Recreation Area,
Gauley River NRA,2010,107223,116156,NRA,National Recreation Area,National Recreation Area,
Gauley River NRA,2011,109780,116156,NRA,National Recreation Area,National Recreation Area,
Gauley River NRA,2012,115283,116156,NRA,National Recreation Area,National Recreation Area,
Gauley River NRA,2013,135309,116156,NRA,National Recreation Area,National Recreation Area,
General Grant NMEM,2009,100874,100233,NMEM,National Memorial,National Memorial,
General Grant NMEM,2010,119665,100233,NMEM,National Memorial,National Memorial,
General Grant NMEM,2011,104769,100233,NMEM,National Memorial,National Memorial,
General Grant NMEM,2012,92418,100233,NMEM,National Memorial,National Memorial,
General Grant NMEM,2013,83440,100233,NMEM,National Memorial,National Memorial,
George Rogers Clark NHP,2009,103284,124459,NHP,National Historic Park,National Historic Park,
George Rogers Clark NHP,2010,118912,124459,NHP,National Historic Park,National Historic Park,
George Rogers Clark NHP,2011,145596,124459,NHP,National Historic Park,National Historic Park,
George Rogers Clark NHP,2012,125972,124459,NHP,National Historic Park,National Historic Park,
George Rogers Clark NHP,2013,128531,124459,NHP,National Historic Park,National Historic Park,
George Washington Birthplace NM,2009,113083,127679,NM,National Monument,National Monument,
George Washington Birthplace NM,2010,128158,127679,NM,National Monument,National Monument,
George Washington Birthplace NM,2011,130647,127679,NM,National Monument,National Monument,
George Washington Birthplace NM,2012,134824,127679,NM,National Monument,National Monument,
George Washington Birthplace NM,2013,131683,127679,NM,National Monument,National Monument,
George Washington Carver NM,2009,38899,33648,NM,National Monument,National Monument,
George Washington Carver NM,2010,35068,33648,NM,National Monument,National Monument,
George Washington Carver NM,2011,30787,33648,NM,National Monument,National Monument,
George Washington Carver NM,2012,30425,33648,NM,National Monument,National Monument,
George Washington Carver NM,2013,33061,33648,NM,National Monument,National Monument,
George Washington MEM PKWY,2009,6938309,7213355,MEM PKWY,Memorial Parkway,Memorial Parkway,
George Washington MEM PKWY,2010,6925099,7213355,MEM PKWY,Memorial Parkway,Memorial Parkway,
George Washington MEM PKWY,2011,7417397,7213355,MEM PKWY,Memorial Parkway,Memorial Parkway,
George Washington MEM PKWY,2012,7425577,7213355,MEM PKWY,Memorial Parkway,Memorial Parkway,
George Washington MEM PKWY,2013,7360392,7213355,MEM PKWY,Memorial Parkway,Memorial Parkway,
Gettysburg NMP,2009,1013002,1101828,NMP,National Military Park,National Military Park,
Gettysburg NMP,2010,1031554,1101828,NMP,National Military Park,National Military Park,
Gettysburg NMP,2011,1124659,1101828,NMP,National Military Park,National Military Park,
Gettysburg NMP,2012,1126577,1101828,NMP,National Military Park,National Military Park,
Gettysburg NMP,2013,1213349,1101828,NMP,National Military Park,National Military Park,
Gila Cliff Dwellings NM,2009,43016,31489,NM,National Monument,National Monument,
Gila Cliff Dwellings NM,2010,32652,31489,NM,National Monument,National Monument,
Gila Cliff Dwellings NM,2011,25317,31489,NM,National Monument,National Monument,
Gila Cliff Dwellings NM,2012,28637,31489,NM,National Monument,National Monument,
Gila Cliff Dwellings NM,2013,27825,31489,NM,National Monument,National Monument,
Glacier Bay NP & PRES,2009,438361,453961,NP & PRES,National Park and Preserve,National Park,National Preserve
Glacier Bay NP & PRES,2010,444530,453961,NP & PRES,National Park and Preserve,National Park,National Preserve
Glacier Bay NP & PRES,2011,431986,453961,NP & PRES,National Park and Preserve,National Park,National Preserve
Glacier Bay NP & PRES,2012,454337,453961,NP & PRES,National Park and Preserve,National Park,National Preserve
Glacier Bay NP & PRES,2013,500590,453961,NP & PRES,National Park and Preserve,National Park,National Preserve
Glacier NP,2009,2031348,2087474,NP,National Park,National Park,
Glacier NP,2010,2200048,2087474,NP,National Park,National Park,
Glacier NP,2011,1853564,2087474,NP,National Park,National Park,
Glacier NP,2012,2162035,2087474,NP,National Park,National Park,
Glacier NP,2013,2190374,2087474,NP,National Park,National Park,
Glen Canyon NRA,2009,1960345,2081776,NRA,National Recreation Area,National Recreation Area,
Glen Canyon NRA,2010,2124467,2081776,NRA,National Recreation Area,National Recreation Area,
Glen Canyon NRA,2011,2270817,2081776,NRA,National Recreation Area,National Recreation Area,
Glen Canyon NRA,2012,2061328,2081776,NRA,National Recreation Area,National Recreation Area,
Glen Canyon NRA,2013,1991924,2081776,NRA,National Recreation Area,National Recreation Area,
Golden Gate NRA,2009,15036372,14540964,NRA,National Recreation Area,National Recreation Area,
Golden Gate NRA,2010,14271503,14540964,NRA,National Recreation Area,National Recreation Area,
Golden Gate NRA,2011,14567487,14540964,NRA,National Recreation Area,National Recreation Area,
Golden Gate NRA,2012,14540338,14540964,NRA,National Recreation Area,National Recreation Area,
Golden Gate NRA,2013,14289121,14540964,NRA,National Recreation Area,National Recreation Area,
Golden Spike NHS,2009,45334,43217,NHS,National Historic Site,National Historic Site,
Golden Spike NHS,2010,43561,43217,NHS,National Historic Site,National Historic Site,
Golden Spike NHS,2011,43933,43217,NHS,National Historic Site,National Historic Site,
Golden Spike NHS,2012,42551,43217,NHS,National Historic Site,National Historic Site,
Golden Spike NHS,2013,40704,43217,NHS,National Historic Site,National Historic Site,
Governors Island NM,2009,325840,368205,NM,National Monument,National Monument,
Governors Island NM,2010,409207,368205,NM,National Monument,National Monument,
Governors Island NM,2011,402174,368205,NM,National Monument,National Monument,
Governors Island NM,2012,348249,368205,NM,National Monument,National Monument,
Governors Island NM,2013,355553,368205,NM,National Monument,National Monument,
Grand Canyon NP,2009,4348068,4404165,NP,National Park,National Park,
Grand Canyon NP,2010,4388386,4404165,NP,National Park,National Park,
Grand Canyon NP,2011,4298178,4404165,NP,National Park,National Park,
Grand Canyon NP,2012,4421352,4404165,NP,National Park,National Park,
Grand Canyon NP,2013,4564840,4404165,NP,National Park,National Park,
Grand Portage NM,2009,76025,93843,NM,National Monument,National Monument,
Grand Portage NM,2010,113996,93843,NM,National Monument,National Monument,
Grand Portage NM,2011,97440,93843,NM,National Monument,National Monument,
Grand Portage NM,2012,93156,93843,NM,National Monument,National Monument,
Grand Portage NM,2013,88598,93843,NM,National Monument,National Monument,
Grand Teton NP,2009,2580081,2646188,NP,National Park,National Park,
Grand Teton NP,2010,2669374,2646188,NP,National Park,National Park,
Grand Teton NP,2011,2587437,2646188,NP,National Park,National Park,
