Park Name,Year,Amount,Average,Type,FullCategory,Type1,Type2
Tuskegee Institute NHS,2010,23230,29935,NHS,National Historic Site,National Historic Site,
Tuskegee Institute NHS,2011,23288,29935,NHS,National Historic Site,National Historic Site,
Tuskegee Institute NHS,2012,24030,29935,NHS,National Historic Site,National Historic Site,
Tuskegee Institute NHS,2013,47766,29935,NHS,National Historic Site,National Historic Site,
Tuzigoot NM,2009,106250,98752,NM,National Monument,National Monument,
Tuzigoot NM,2010,103274,98752,NM,National Monument,National Monument,
Tuzigoot NM,2011,101104,98752,NM,National Monument,National Monument,
Tuzigoot NM,2012,97388,98752,NM,National Monument,National Monument,
Tuzigoot NM,2013,85746,98752,NM,National Monument,National Monument,
Ulysses S. Grant NHS,2009,40703,38862,NHS,National Historic Site,National Historic Site,
Ulysses S. Grant NHS,2010,39967,38862,NHS,National Historic Site,National Historic Site,
Ulysses S. Grant NHS,2011,35664,38862,NHS,National Historic Site,National Historic Site,
Ulysses S. Grant NHS,2012,39373,38862,NHS,National Historic Site,National Historic Site,
Ulysses S. Grant NHS,2013,38604,38862,NHS,National Historic Site,National Historic Site,
Upper Delaware S&RR,2009,258311,263844,S&RR,Scenic and Recreational River,Scenic and Recreational River,
Upper Delaware S&RR,2010,306468,263844,S&RR,Scenic and Recreational River,Scenic and Recreational River,
Upper Delaware S&RR,2011,270390,263844,S&RR,Scenic and Recreational River,Scenic and Recreational River,
Upper Delaware S&RR,2012,255586,263844,S&RR,Scenic and Recreational River,Scenic and Recreational River,
Upper Delaware S&RR,2013,228464,263844,S&RR,Scenic and Recreational River,Scenic and Recreational River,
Valley Forge NHP,2009,1449228,1555085,NHP,National Historic Park,National Historic Park,
Valley Forge NHP,2010,1617511,1555085,NHP,National Historic Park,National Historic Park,
Valley Forge NHP,2011,1303046,1555085,NHP,National Historic Park,National Historic Park,
Valley Forge NHP,2012,1442750,1555085,NHP,National Historic Park,National Historic Park,
Valley Forge NHP,2013,1962889,1555085,NHP,National Historic Park,National Historic Park,
Vanderbilt Mansion NHS,2009,380460,386868,NHS,National Historic Site,National Historic Site,
Vanderbilt Mansion NHS,2010,390525,386868,NHS,National Historic Site,National Historic Site,
Vanderbilt Mansion NHS,2011,367680,386868,NHS,National Historic Site,National Historic Site,
Vanderbilt Mansion NHS,2012,423107,386868,NHS,National Historic Site,National Historic Site,
Vanderbilt Mansion NHS,2013,372569,386868,NHS,National Historic Site,National Historic Site,
Vicksburg NMP,2009,584105,621740,NMP,National Military Park,National Military Park,
Vicksburg NMP,2010,581459,621740,NMP,National Military Park,National Military Park,
Vicksburg NMP,2011,796035,621740,NMP,National Military Park,National Military Park,
Vicksburg NMP,2012,573262,621740,NMP,National Military Park,National Military Park,
Vicksburg NMP,2013,573838,621740,NMP,National Military Park,National Military Park,
Vietnam Veterans MEM,2009,4437771,4316079,MEM,Memorial,Memorial,
Vietnam Veterans MEM,2010,4555371,4316079,MEM,Memorial,Memorial,
Vietnam Veterans MEM,2011,4020127,4316079,MEM,Memorial,Memorial,
Vietnam Veterans MEM,2012,4424407,4316079,MEM,Memorial,Memorial,
Vietnam Veterans MEM,2013,4142721,4316079,MEM,Memorial,Memorial,
Virgin Islands NP,2009,415847,454736,NP,National Park,National Park,
Virgin Islands NP,2010,493477,454736,NP,National Park,National Park,
Virgin Islands NP,2011,442414,454736,NP,National Park,National Park,
Virgin Islands NP,2012,483341,454736,NP,National Park,National Park,
Virgin Islands NP,2013,438601,454736,NP,National Park,National Park,
Voyageurs NP,2009,222429,220347,NP,National Park,National Park,
Voyageurs NP,2010,253891,220347,NP,National Park,National Park,
Voyageurs NP,2011,177184,220347,NP,National Park,National Park,
Voyageurs NP,2012,214841,220347,NP,National Park,National Park,
Voyageurs NP,2013,233390,220347,NP,National Park,National Park,
Walnut Canyon NM,2009,128299,123174,NM,National Monument,National Monument,
Walnut Canyon NM,2010,126552,123174,NM,National Monument,National Monument,
Walnut Canyon NM,2011,125003,123174,NM,National Monument,National Monument,
Walnut Canyon NM,2012,110748,123174,NM,National Monument,National Monument,
Walnut Canyon NM,2013,125267,123174,NM,National Monument,National Monument,
War in the Pacific NHP,2009,271608,299108,NHP,National Historic Park,National Historic Park,
War in the Pacific NHP,2010,219349,299108,NHP,National Historic Park,National Historic Park,
War in the Pacific NHP,2011,482391,299108,NHP,National Historic Park,National Historic Park,
War in the Pacific NHP,2012,255923,299108,NHP,National Historic Park,National Historic Park,
War in the Pacific NHP,2013,266267,299108,NHP,National Historic Park,National Historic Park,
Washington Monument,2009,676002,346964,M,Monument,Monument,
Washington Monument,2010,628665,346964,M,Monument,Monument,
Washington Monument,2011,430153,346964,M,Monument,Monument,
Washington Monument,2012,0,346964,M,Monument,Monument,
Washington Monument,2013,0,346964,M,Monument,Monument,
Washita Battlefield NHS,2009,10527,10625,NHS,National Historic Site,National Historic Site,
Washita Battlefield NHS,2010,12552,10625,NHS,National Historic Site,National Historic Site,
Washita Battlefield NHS,2011,10995,10625,NHS,National Historic Site,National Historic Site,
Washita Battlefield NHS,2012,10615,10625,NHS,National Historic Site,National Historic Site,
Washita Battlefield NHS,2013,8434,10625,NHS,National Historic Site,National Historic Site,
Weir Farm NHS,2009,19386,21088,NHS,National Historic Site,National Historic Site,
Weir Farm NHS,2010,19313,21088,NHS,National Historic Site,National Historic Site,
Weir Farm NHS,2011,22415,21088,NHS,National Historic Site,National Historic Site,
Weir Farm NHS,2012,21465,21088,NHS,National Historic Site,National Historic Site,
Weir Farm NHS,2013,22862,21088,NHS,National Historic Site,National Historic Site,
Whiskeytown NRA,2009,853812,798797,NRA,National Recreation Area,National Recreation Area,
Whiskeytown NRA,2010,788065,798797,NRA,National Recreation Area,National Recreation Area,
Whiskeytown NRA,2011,761710,798797,NRA,National Recreation Area,National Recreation Area,
Whiskeytown NRA,2012,814374,798797,NRA,National Recreation Area,National Recreation Area,
Whiskeytown NRA,2013,776025,798797,NRA,National Recreation Area,National Recreation Area,
White House,2009,616890,599572,P,Park,Park,
White House,2010,922335,599572,P,Park,Park,
White House,2011,570057,599572,P,Park,Park,
White House,2012,656949,599572,P,Park,Park,
White House,2013,231627,599572,P,Park,Park,
White Sands NM,2009,471167,461788,NM,National Monument,National Monument,
White Sands NM,2010,470921,461788,NM,National Monument,National Monument,
White Sands NM,2011,428924,461788,NM,National Monument,National Monument,
White Sands NM,2012,447385,461788,NM,National Monument,National Monument,
White Sands NM,2013,490544,461788,NM,National Monument,National Monument,
Whitman Mission NHS,2009,52605,57442,NHS,National Historic Site,National Historic Site,
Whitman Mission NHS,2010,58521,57442,NHS,National Historic Site,National Historic Site,
Whitman Mission NHS,2011,57611,57442,NHS,National Historic Site,National Historic Site,
Whitman Mission NHS,2012,60785,57442,NHS,National Historic Site,National Historic Site,
Whitman Mission NHS,2013,57686,57442,NHS,National Historic Site,National Historic Site,
William Howard Taft NHS,2009,18802,20325,NHS,National Historic Site,National Historic Site,
William Howard Taft NHS,2010,21163,20325,NHS,National Historic Site,National Historic Site,
William Howard Taft NHS,2011,21141,20325,NHS,National Historic Site,National Historic Site,
William Howard Taft NHS,2012,19416,20325,NHS,National Historic Site,National Historic Site,
William Howard Taft NHS,2013,21102,20325,NHS,National Historic Site,National Historic Site,
Wilson's Creek NB,2009,156230,171762,NB,National Battlefield,National Battlefield,
Wilson's Creek NB,2010,185200,171762,NB,National Battlefield,National Battlefield,
Wilson's Creek NB,2011,192865,171762,NB,National Battlefield,National Battlefield,
Wilson's Creek NB,2012,167205,171762,NB,National Battlefield,National Battlefield,
Wilson's Creek NB,2013,157309,171762,NB,National Battlefield,National Battlefield,
Wind Cave NP,2009,587868,549726,NP,National Park,National Park,
Wind Cave NP,2010,577141,549726,NP,National Park,National Park,
Wind Cave NP,2011,538394,549726,NP,National Park,National Park,
Wind Cave NP,2012,529083,549726,NP,National Park,National Park,
Wind Cave NP,2013,516142,549726,NP,National Park,National Park,
Wolf Trap NP for the Performing Arts,2009,466752,456098,NP ARTS,National Park for the Performing Arts,National Park for the Performing Arts,
Wolf Trap NP for the Performing Arts,2010,520397,456098,NP ARTS,National Park for the Performing Arts,National Park for the Performing Arts,
Wolf Trap NP for the Performing Arts,2011,425177,456098,NP ARTS,National Park for the Performing Arts,National Park for the Performing Arts,
Wolf Trap NP for the Performing Arts,2012,426996,456098,NP ARTS,National Park for the Performing Arts,National Park for the Performing Arts,
Wolf Trap NP for the Performing Arts,2013,441166,456098,NP ARTS,National Park for the Performing Arts,National Park for the Performing Arts,
Women's Rights NHP,2009,20620,25686,NHP,National Historic Park,National Historic Park,
Women's Rights NHP,2010,22662,25686,NHP,National Historic Park,National Historic Park,
Women's Rights NHP,2011,25426,25686,NHP,National Historic Park,National Historic Park,
Women's Rights NHP,2012,29585,25686,NHP,National Historic Park,National Historic Park,
Women's Rights NHP,2013,30137,25686,NHP,National Historic Park,National Historic Park,
World War II Memorial,2009,4118528,3986180,MEM,Memorial,Memorial,
World War II Memorial,2010,3964351,3986180,MEM,Memorial,Memorial,
World War II Memorial,2011,3752172,3986180,MEM,Memorial,Memorial,
World War II Memorial,2012,4161685,3986180,MEM,Memorial,Memorial,
World War II Memorial,2013,3934166,3986180,MEM,Memorial,Memorial,
World War II Valor in the Pacific NM,2009,1276868,1576347,NM,National Monument,National Monument,
World War II Valor in the Pacific NM,2010,1372724,1576347,NM,National Monument,National Monument,
World War II Valor in the Pacific NM,2011,1694896,1576347,NM,National Monument,National Monument,
World War II Valor in the Pacific NM,2012,1751224,1576347,NM,National Monument,National Monument,
World War II Valor in the Pacific NM,2013,1786024,1576347,NM,National Monument,National Monument,
Wrangell-St. Elias NP & PRES,2009,59966,71101,NP & PRES,National Park and Preserve,National Park,National Preserve
Wrangell-St. Elias NP & PRES,2010,73170,71101,NP & PRES,National Park and Preserve,National Park,National Preserve
Wrangell-St. Elias NP & PRES,2011,65225,71101,NP & PRES,National Park and Preserve,National Park,National Preserve
Wrangell-St. Elias NP & PRES,2012,87158,71101,NP & PRES,National Park and Preserve,National Park,National Preserve
Wrangell-St. Elias NP & PRES,2013,69984,71101,NP & PRES,National Park and Preserve,National Park,National Preserve
Wright Brothers NMEM,2009,476291,462512,NMEM,National Memorial,National Memorial,
Wright Brothers NMEM,2010,476200,462512,NMEM,National Memorial,National Memorial,
Wright Brothers NMEM,2011,445455,462512,NMEM,National Memorial,National Memorial,
Wright Brothers NMEM,2012,466816,462512,NMEM,National Memorial,National Memorial,
Wright Brothers NMEM,2013,447796,462512,NMEM,National Memorial,National Memorial,
Wupatki NM,2009,233284,212555,NM,National Monument,National Monument,
Wupatki NM,2010,221083,212555,NM,National Monument,National Monument,
Wupatki NM,2011,216165,212555,NM,National Monument,National Monument,
Wupatki NM,2012,201365,212555,NM,National Monument,National Monument,
Wupatki NM,2013,190878,212555,NM,National Monument,National Monument,
Yellowstone NP,2009,3295187,3393091,NP,National Park,National Park,
Yellowstone NP,2010,3640185,3393091,NP,National Park,National Park,
Yellowstone NP,2011,3394326,3393091,NP,National Park,National Park,
Yellowstone NP,2012,3447729,3393091,NP,National Park,National Park,
Yellowstone NP,2013,3188030,3393091,NP,National Park,National Park,
Yosemite NP,2009,3737472,3826974,NP,National Park,National Park,
Yosemite NP,2010,3901408,3826974,NP,National Park,National Park,
Yosemite NP,2011,3951393,3826974,NP,National Park,National Park,
Yosemite NP,2012,3853404,3826974,NP,National Park,National Park,
Yosemite NP,2013,3691191,3826974,NP,National Park,National Park,
Yukon-Charley Rivers NPRES,2009,6432,3934,NPRES,National Preserve,National Preserve,
Yukon-Charley Rivers NPRES,2010,6211,3934,NPRES,National Preserve,National Preserve,
Yukon-Charley Rivers NPRES,2011,1718,3934,NPRES,National Preserve,National Preserve,
Yukon-Charley Rivers NPRES,2012,1393,3934,NPRES,National Preserve,National Preserve,
Yukon-Charley Rivers NPRES,2013,3914,3934,NPRES,National Preserve,National Preserve,
Zion NP,2009,2735402,2801575,NP,National Park,National Park,
Zion NP,2010,2665972,2801575,NP,National Park,National Park,
Zion NP,2011,2825505,2801575,NP,National Park,National Park,
Zion NP,2012,2973607,2801575,NP,National Park,National Park,
Zion NP,2013,2807387,2801575,NP,National Park,National Park,
